resume_text,experience_years,role,skills,education,selected
"DevOps Engineer with 0 years experience. Skilled in Git, HTML, JavaScript, Docker. Education: B.Sc Computer Science.",0,DevOps Engineer,"Git, HTML, JavaScript, Docker",B.Sc Computer Science,0
"DevOps Engineer with 7 years experience. Skilled in Docker, AWS, Flask, Node.js, Pandas, PyTorch, CSS, Python. Education: BCA.",7,DevOps Engineer,"Docker, AWS, Flask, Node.js, Pandas, PyTorch, CSS, Python",BCA,1
"Web Developer with 5 years experience. Skilled in Pandas, Flask, Git, Python, TensorFlow, Deep Learning, C++, Docker. Education: BCA.",5,Web Developer,"Pandas, Flask, Git, Python, TensorFlow, Deep Learning, C++, Docker",BCA,1
"Backend Developer with 0 years experience. Skilled in PyTorch, C++, Flask, NumPy, Docker, SQL. Education: B.Sc Computer Science.",0,Backend Developer,"PyTorch, C++, Flask, NumPy, Docker, SQL",B.Sc Computer Science,0
"Backend Developer with 1 years experience. Skilled in Flask, SQL, Django, C++, Python. Education: MCA.",1,Backend Developer,"Flask, SQL, Django, C++, Python",MCA,1
"Backend Developer with 7 years experience. Skilled in TensorFlow, Git, C++, Data Analysis, Deep Learning, Java, Kubernetes. Education: BCA.",7,Backend Developer,"TensorFlow, Git, C++, Data Analysis, Deep Learning, Java, Kubernetes",BCA,0
"Data Scientist with 3 years experience. Skilled in C++, SQL, PyTorch, HTML. Education: M.Tech.",3,Data Scientist,"C++, SQL, PyTorch, HTML",M.Tech,0
"DevOps Engineer with 6 years experience. Skilled in Docker, Deep Learning, Java, Git, C++. Education: MCA.",6,DevOps Engineer,"Docker, Deep Learning, Java, Git, C++",MCA,0
"DevOps Engineer with 4 years experience. Skilled in Git, CSS, AWS, Data Analysis, PyTorch, JavaScript. Education: M.Tech.",4,DevOps Engineer,"Git, CSS, AWS, Data Analysis, PyTorch, JavaScript",M.Tech,1
"Frontend Developer with 2 years experience. Skilled in Kubernetes, C++, Flask, Machine Learning. Education: M.Tech.",2,Frontend Developer,"Kubernetes, C++, Flask, Machine Learning",M.Tech,0
"Frontend Developer with 3 years experience. Skilled in AWS, Kubernetes, Git, NumPy. Education: M.Tech.",3,Frontend Developer,"AWS, Kubernetes, Git, NumPy",M.Tech,0
"Frontend Developer with 5 years experience. Skilled in C++, CSS, React, Git, AWS, Node.js. Education: B.Sc Computer Science.",5,Frontend Developer,"C++, CSS, React, Git, AWS, Node.js",B.Sc Computer Science,0
"Backend Developer with 7 years experience. Skilled in Django, TensorFlow, Flask, PyTorch, HTML. Education: M.Tech.",7,Backend Developer,"Django, TensorFlow, Flask, PyTorch, HTML",M.Tech,0
"Frontend Developer with 1 years experience. Skilled in Java, C++, Kubernetes, Pandas. Education: BCA.",1,Frontend Developer,"Java, C++, Kubernetes, Pandas",BCA,0
"Machine Learning Engineer with 0 years experience. Skilled in Java, Deep Learning, TensorFlow, Pandas, Python, Kubernetes, AWS, Docker. Education: BCA.",0,Machine Learning Engineer,"Java, Deep Learning, TensorFlow, Pandas, Python, Kubernetes, AWS, Docker",BCA,0
"Backend Developer with 3 years experience. Skilled in Pandas, TensorFlow, Deep Learning, CSS, SQL, Django, Node.js, JavaScript. Education: BCA.",3,Backend Developer,"Pandas, TensorFlow, Deep Learning, CSS, SQL, Django, Node.js, JavaScript",BCA,1
"DevOps Engineer with 3 years experience. Skilled in SQL, Java, Docker, PyTorch, C++. Education: B.Tech.",3,DevOps Engineer,"SQL, Java, Docker, PyTorch, C++",B.Tech,0
"Frontend Developer with 1 years experience. Skilled in Data Analysis, Node.js, JavaScript, Pandas, Deep Learning, NumPy, Flask. Education: B.Tech.",1,Frontend Developer,"Data Analysis, Node.js, JavaScript, Pandas, Deep Learning, NumPy, Flask",B.Tech,1
"DevOps Engineer with 0 years experience. Skilled in PyTorch, NumPy, Django, Deep Learning, Docker, Python, Machine Learning, Pandas. Education: BCA.",0,DevOps Engineer,"PyTorch, NumPy, Django, Deep Learning, Docker, Python, Machine Learning, Pandas",BCA,0
"Machine Learning Engineer with 3 years experience. Skilled in AWS, Node.js, Machine Learning, Pandas, Django, SQL, Java, JavaScript. Education: MCA.",3,Machine Learning Engineer,"AWS, Node.js, Machine Learning, Pandas, Django, SQL, Java, JavaScript",MCA,1
"DevOps Engineer with 1 years experience. Skilled in C++, Node.js, Kubernetes, TensorFlow, Flask, React. Education: B.Tech.",1,DevOps Engineer,"C++, Node.js, Kubernetes, TensorFlow, Flask, React",B.Tech,0
"Data Scientist with 2 years experience. Skilled in HTML, TensorFlow, Docker, JavaScript, Deep Learning, CSS, Data Analysis, NumPy. Education: BCA.",2,Data Scientist,"HTML, TensorFlow, Docker, JavaScript, Deep Learning, CSS, Data Analysis, NumPy",BCA,1
"Backend Developer with 0 years experience. Skilled in Docker, C++, Python, Git, Deep Learning, TensorFlow, SQL, Flask. Education: B.Sc Computer Science.",0,Backend Developer,"Docker, C++, Python, Git, Deep Learning, TensorFlow, SQL, Flask",B.Sc Computer Science,0
"Data Scientist with 5 years experience. Skilled in Flask, React, Deep Learning, Docker, Git. Education: MCA.",5,Data Scientist,"Flask, React, Deep Learning, Docker, Git",MCA,0
"DevOps Engineer with 2 years experience. Skilled in Data Analysis, Deep Learning, Flask, Java, React, Docker. Education: MCA.",2,DevOps Engineer,"Data Analysis, Deep Learning, Flask, Java, React, Docker",MCA,0
"Backend Developer with 4 years experience. Skilled in Docker, C++, Git, Python, Node.js, HTML, Deep Learning, NumPy. Education: B.Sc Computer Science.",4,Backend Developer,"Docker, C++, Git, Python, Node.js, HTML, Deep Learning, NumPy",B.Sc Computer Science,1
"Backend Developer with 7 years experience. Skilled in Deep Learning, Django, Pandas, NumPy. Education: M.Tech.",7,Backend Developer,"Deep Learning, Django, Pandas, NumPy",M.Tech,0
"Frontend Developer with 7 years experience. Skilled in PyTorch, NumPy, Data Analysis, Deep Learning, React, Python. Education: M.Tech.",7,Frontend Developer,"PyTorch, NumPy, Data Analysis, Deep Learning, React, Python",M.Tech,1
"Backend Developer with 5 years experience. Skilled in Deep Learning, Kubernetes, C++, CSS, Git, TensorFlow, React. Education: MCA.",5,Backend Developer,"Deep Learning, Kubernetes, C++, CSS, Git, TensorFlow, React",MCA,0
"DevOps Engineer with 3 years experience. Skilled in Git, TensorFlow, AWS, Django, Kubernetes, React. Education: M.Tech.",3,DevOps Engineer,"Git, TensorFlow, AWS, Django, Kubernetes, React",M.Tech,0
"Data Scientist with 4 years experience. Skilled in Machine Learning, Django, Node.js, Docker, SQL, AWS. Education: BCA.",4,Data Scientist,"Machine Learning, Django, Node.js, Docker, SQL, AWS",BCA,0
"Frontend Developer with 4 years experience. Skilled in JavaScript, Kubernetes, Java, Data Analysis, Python, Flask, CSS. Education: B.Sc Computer Science.",4,Frontend Developer,"JavaScript, Kubernetes, Java, Data Analysis, Python, Flask, CSS",B.Sc Computer Science,1
"Data Scientist with 0 years experience. Skilled in PyTorch, Kubernetes, Python, NumPy, Django, Flask, C++. Education: B.Tech.",0,Data Scientist,"PyTorch, Kubernetes, Python, NumPy, Django, Flask, C++",B.Tech,0
"Frontend Developer with 1 years experience. Skilled in Machine Learning, Flask, Java, Docker, SQL, Git. Education: M.Tech.",1,Frontend Developer,"Machine Learning, Flask, Java, Docker, SQL, Git",M.Tech,0
"DevOps Engineer with 1 years experience. Skilled in CSS, React, Git, Kubernetes, Data Analysis. Education: MCA.",1,DevOps Engineer,"CSS, React, Git, Kubernetes, Data Analysis",MCA,0
"DevOps Engineer with 4 years experience. Skilled in Kubernetes, SQL, Node.js, C++, Deep Learning, CSS. Education: M.Tech.",4,DevOps Engineer,"Kubernetes, SQL, Node.js, C++, Deep Learning, CSS",M.Tech,0
"Web Developer with 1 years experience. Skilled in Git, Pandas, C++, Docker, CSS. Education: B.Sc Computer Science.",1,Web Developer,"Git, Pandas, C++, Docker, CSS",B.Sc Computer Science,0
"Machine Learning Engineer with 5 years experience. Skilled in Node.js, NumPy, Java, Machine Learning. Education: BCA.",5,Machine Learning Engineer,"Node.js, NumPy, Java, Machine Learning",BCA,0
"Frontend Developer with 2 years experience. Skilled in CSS, Java, Python, Django, React, Pandas, PyTorch, Deep Learning. Education: BCA.",2,Frontend Developer,"CSS, Java, Python, Django, React, Pandas, PyTorch, Deep Learning",BCA,1
"Frontend Developer with 3 years experience. Skilled in Node.js, Java, Pandas, Docker, React, Flask, AWS. Education: B.Sc Computer Science.",3,Frontend Developer,"Node.js, Java, Pandas, Docker, React, Flask, AWS",B.Sc Computer Science,0
"Web Developer with 0 years experience. Skilled in Data Analysis, HTML, Node.js, TensorFlow, Python, Django. Education: B.Tech.",0,Web Developer,"Data Analysis, HTML, Node.js, TensorFlow, Python, Django",B.Tech,0
"DevOps Engineer with 2 years experience. Skilled in React, Docker, Pandas, Machine Learning. Education: BCA.",2,DevOps Engineer,"React, Docker, Pandas, Machine Learning",BCA,0
"DevOps Engineer with 5 years experience. Skilled in Machine Learning, TensorFlow, SQL, HTML, Pandas, React, Deep Learning, Flask. Education: BCA.",5,DevOps Engineer,"Machine Learning, TensorFlow, SQL, HTML, Pandas, React, Deep Learning, Flask",BCA,0
"Frontend Developer with 2 years experience. Skilled in Python, TensorFlow, SQL, Docker, Machine Learning. Education: BCA.",2,Frontend Developer,"Python, TensorFlow, SQL, Docker, Machine Learning",BCA,1
"DevOps Engineer with 1 years experience. Skilled in C++, Flask, React, JavaScript. Education: BCA.",1,DevOps Engineer,"C++, Flask, React, JavaScript",BCA,1
"Web Developer with 6 years experience. Skilled in React, C++, SQL, Python. Education: B.Sc Computer Science.",6,Web Developer,"React, C++, SQL, Python",B.Sc Computer Science,1
"Data Scientist with 5 years experience. Skilled in HTML, PyTorch, Data Analysis, Git, C++, Docker, TensorFlow. Education: BCA.",5,Data Scientist,"HTML, PyTorch, Data Analysis, Git, C++, Docker, TensorFlow",BCA,0
"Machine Learning Engineer with 1 years experience. Skilled in AWS, React, Node.js, HTML, Git, PyTorch. Education: BCA.",1,Machine Learning Engineer,"AWS, React, Node.js, HTML, Git, PyTorch",BCA,0
"Frontend Developer with 5 years experience. Skilled in Django, TensorFlow, Python, Git. Education: M.Tech.",5,Frontend Developer,"Django, TensorFlow, Python, Git",M.Tech,1
"Web Developer with 1 years experience. Skilled in Node.js, AWS, Pandas, NumPy, HTML, Data Analysis. Education: M.Tech.",1,Web Developer,"Node.js, AWS, Pandas, NumPy, HTML, Data Analysis",M.Tech,0
"Data Scientist with 3 years experience. Skilled in Machine Learning, JavaScript, AWS, Deep Learning, Git, Node.js. Education: BCA.",3,Data Scientist,"Machine Learning, JavaScript, AWS, Deep Learning, Git, Node.js",BCA,1
"DevOps Engineer with 1 years experience. Skilled in Docker, React, HTML, NumPy, Machine Learning, C++, Java, Data Analysis. Education: BCA.",1,DevOps Engineer,"Docker, React, HTML, NumPy, Machine Learning, C++, Java, Data Analysis",BCA,0
"Web Developer with 2 years experience. Skilled in Deep Learning, SQL, AWS, Git, TensorFlow, Pandas, CSS, NumPy. Education: BCA.",2,Web Developer,"Deep Learning, SQL, AWS, Git, TensorFlow, Pandas, CSS, NumPy",BCA,0
"Web Developer with 5 years experience. Skilled in C++, Docker, PyTorch, Data Analysis, Kubernetes. Education: B.Tech.",5,Web Developer,"C++, Docker, PyTorch, Data Analysis, Kubernetes",B.Tech,0
"Backend Developer with 5 years experience. Skilled in HTML, AWS, SQL, Deep Learning, Git, Flask. Education: MCA.",5,Backend Developer,"HTML, AWS, SQL, Deep Learning, Git, Flask",MCA,0
"Machine Learning Engineer with 6 years experience. Skilled in JavaScript, NumPy, C++, Django. Education: MCA.",6,Machine Learning Engineer,"JavaScript, NumPy, C++, Django",MCA,1
"DevOps Engineer with 3 years experience. Skilled in Django, React, Git, Python, JavaScript. Education: B.Sc Computer Science.",3,DevOps Engineer,"Django, React, Git, Python, JavaScript",B.Sc Computer Science,1
"Data Scientist with 1 years experience. Skilled in JavaScript, Machine Learning, TensorFlow, CSS, Kubernetes, Flask, NumPy, AWS. Education: B.Sc Computer Science.",1,Data Scientist,"JavaScript, Machine Learning, TensorFlow, CSS, Kubernetes, Flask, NumPy, AWS",B.Sc Computer Science,1
"Backend Developer with 7 years experience. Skilled in Node.js, SQL, JavaScript, CSS, Python, Kubernetes. Education: BCA.",7,Backend Developer,"Node.js, SQL, JavaScript, CSS, Python, Kubernetes",BCA,1
"Machine Learning Engineer with 2 years experience. Skilled in Machine Learning, JavaScript, Python, Node.js, Git, PyTorch, Pandas. Education: BCA.",2,Machine Learning Engineer,"Machine Learning, JavaScript, Python, Node.js, Git, PyTorch, Pandas",BCA,1
"Frontend Developer with 3 years experience. Skilled in Machine Learning, AWS, Python, PyTorch, Docker, Data Analysis, TensorFlow. Education: M.Tech.",3,Frontend Developer,"Machine Learning, AWS, Python, PyTorch, Docker, Data Analysis, TensorFlow",M.Tech,1
"Backend Developer with 7 years experience. Skilled in Kubernetes, CSS, Docker, Pandas, JavaScript, Django, Data Analysis, Flask. Education: B.Tech.",7,Backend Developer,"Kubernetes, CSS, Docker, Pandas, JavaScript, Django, Data Analysis, Flask",B.Tech,1
"Data Scientist with 2 years experience. Skilled in CSS, PyTorch, NumPy, Deep Learning, SQL, Docker, HTML. Education: M.Tech.",2,Data Scientist,"CSS, PyTorch, NumPy, Deep Learning, SQL, Docker, HTML",M.Tech,0
"DevOps Engineer with 5 years experience. Skilled in Kubernetes, HTML, AWS, C++, Node.js, Git, React. Education: B.Sc Computer Science.",5,DevOps Engineer,"Kubernetes, HTML, AWS, C++, Node.js, Git, React",B.Sc Computer Science,0
"Data Scientist with 0 years experience. Skilled in PyTorch, TensorFlow, SQL, Django, AWS. Education: MCA.",0,Data Scientist,"PyTorch, TensorFlow, SQL, Django, AWS",MCA,0
"Web Developer with 1 years experience. Skilled in Deep Learning, HTML, Git, Docker, SQL, PyTorch, React. Education: B.Sc Computer Science.",1,Web Developer,"Deep Learning, HTML, Git, Docker, SQL, PyTorch, React",B.Sc Computer Science,0
"Backend Developer with 7 years experience. Skilled in Machine Learning, C++, PyTorch, Flask, SQL, Kubernetes. Education: MCA.",7,Backend Developer,"Machine Learning, C++, PyTorch, Flask, SQL, Kubernetes",MCA,0
"Web Developer with 2 years experience. Skilled in TensorFlow, Docker, Java, CSS, C++, Node.js, React. Education: M.Tech.",2,Web Developer,"TensorFlow, Docker, Java, CSS, C++, Node.js, React",M.Tech,0
"Machine Learning Engineer with 5 years experience. Skilled in Java, Git, AWS, Docker. Education: B.Sc Computer Science.",5,Machine Learning Engineer,"Java, Git, AWS, Docker",B.Sc Computer Science,0
"DevOps Engineer with 6 years experience. Skilled in JavaScript, C++, React, AWS, Node.js. Education: MCA.",6,DevOps Engineer,"JavaScript, C++, React, AWS, Node.js",MCA,1
"Data Scientist with 2 years experience. Skilled in JavaScript, SQL, TensorFlow, Python. Education: MCA.",2,Data Scientist,"JavaScript, SQL, TensorFlow, Python",MCA,1
"DevOps Engineer with 2 years experience. Skilled in Kubernetes, HTML, SQL, Java, PyTorch. Education: M.Tech.",2,DevOps Engineer,"Kubernetes, HTML, SQL, Java, PyTorch",M.Tech,0
"Backend Developer with 1 years experience. Skilled in JavaScript, Kubernetes, Node.js, AWS, Python, Pandas, React, TensorFlow. Education: M.Tech.",1,Backend Developer,"JavaScript, Kubernetes, Node.js, AWS, Python, Pandas, React, TensorFlow",M.Tech,1
"Backend Developer with 2 years experience. Skilled in HTML, Pandas, Docker, NumPy, C++, JavaScript. Education: BCA.",2,Backend Developer,"HTML, Pandas, Docker, NumPy, C++, JavaScript",BCA,1
"Frontend Developer with 3 years experience. Skilled in Data Analysis, Machine Learning, Kubernetes, Node.js, HTML, NumPy, CSS. Education: M.Tech.",3,Frontend Developer,"Data Analysis, Machine Learning, Kubernetes, Node.js, HTML, NumPy, CSS",M.Tech,0
"Machine Learning Engineer with 2 years experience. Skilled in Deep Learning, React, Java, Data Analysis, Python, Pandas, PyTorch, SQL. Education: B.Sc Computer Science.",2,Machine Learning Engineer,"Deep Learning, React, Java, Data Analysis, Python, Pandas, PyTorch, SQL",B.Sc Computer Science,1
"Frontend Developer with 3 years experience. Skilled in SQL, HTML, Docker, PyTorch, Data Analysis, JavaScript, Node.js. Education: BCA.",3,Frontend Developer,"SQL, HTML, Docker, PyTorch, Data Analysis, JavaScript, Node.js",BCA,1
"DevOps Engineer with 5 years experience. Skilled in Git, React, Kubernetes, HTML. Education: B.Tech.",5,DevOps Engineer,"Git, React, Kubernetes, HTML",B.Tech,0
"Data Scientist with 6 years experience. Skilled in HTML, Java, AWS, Deep Learning. Education: M.Tech.",6,Data Scientist,"HTML, Java, AWS, Deep Learning",M.Tech,0
"Machine Learning Engineer with 6 years experience. Skilled in Pandas, Python, React, NumPy, Django, C++, PyTorch, Machine Learning. Education: B.Sc Computer Science.",6,Machine Learning Engineer,"Pandas, Python, React, NumPy, Django, C++, PyTorch, Machine Learning",B.Sc Computer Science,1
"Machine Learning Engineer with 4 years experience. Skilled in Data Analysis, Pandas, NumPy, AWS. Education: B.Tech.",4,Machine Learning Engineer,"Data Analysis, Pandas, NumPy, AWS",B.Tech,0
"Backend Developer with 6 years experience. Skilled in AWS, Kubernetes, Django, Flask, NumPy, Node.js. Education: B.Tech.",6,Backend Developer,"AWS, Kubernetes, Django, Flask, NumPy, Node.js",B.Tech,0
"Backend Developer with 5 years experience. Skilled in AWS, HTML, Machine Learning, Deep Learning, Pandas, Docker. Education: B.Tech.",5,Backend Developer,"AWS, HTML, Machine Learning, Deep Learning, Pandas, Docker",B.Tech,0
"Backend Developer with 1 years experience. Skilled in Python, Java, Deep Learning, React, Docker, SQL, TensorFlow. Education: M.Tech.",1,Backend Developer,"Python, Java, Deep Learning, React, Docker, SQL, TensorFlow",M.Tech,1
"Web Developer with 0 years experience. Skilled in Node.js, Git, SQL, AWS, Docker, Machine Learning, Pandas. Education: B.Tech.",0,Web Developer,"Node.js, Git, SQL, AWS, Docker, Machine Learning, Pandas",B.Tech,0
"Machine Learning Engineer with 5 years experience. Skilled in Docker, Deep Learning, Machine Learning, SQL, CSS. Education: MCA.",5,Machine Learning Engineer,"Docker, Deep Learning, Machine Learning, SQL, CSS",MCA,0
"Data Scientist with 4 years experience. Skilled in Deep Learning, Git, Kubernetes, TensorFlow, PyTorch, Pandas, Java. Education: B.Sc Computer Science.",4,Data Scientist,"Deep Learning, Git, Kubernetes, TensorFlow, PyTorch, Pandas, Java",B.Sc Computer Science,0
"DevOps Engineer with 1 years experience. Skilled in C++, Flask, Java, Pandas, CSS. Education: MCA.",1,DevOps Engineer,"C++, Flask, Java, Pandas, CSS",MCA,0
"Frontend Developer with 0 years experience. Skilled in TensorFlow, C++, SQL, PyTorch, JavaScript, Node.js. Education: B.Sc Computer Science.",0,Frontend Developer,"TensorFlow, C++, SQL, PyTorch, JavaScript, Node.js",B.Sc Computer Science,0
"Backend Developer with 6 years experience. Skilled in React, TensorFlow, Django, Pandas. Education: MCA.",6,Backend Developer,"React, TensorFlow, Django, Pandas",MCA,0
"Data Scientist with 6 years experience. Skilled in Java, C++, Deep Learning, NumPy, AWS, Node.js. Education: BCA.",6,Data Scientist,"Java, C++, Deep Learning, NumPy, AWS, Node.js",BCA,0
"Frontend Developer with 7 years experience. Skilled in CSS, React, TensorFlow, PyTorch, AWS, C++, SQL. Education: B.Sc Computer Science.",7,Frontend Developer,"CSS, React, TensorFlow, PyTorch, AWS, C++, SQL",B.Sc Computer Science,0
"Web Developer with 3 years experience. Skilled in Django, NumPy, AWS, C++. Education: B.Tech.",3,Web Developer,"Django, NumPy, AWS, C++",B.Tech,0
"Data Scientist with 3 years experience. Skilled in C++, Java, Flask, Python, Pandas. Education: MCA.",3,Data Scientist,"C++, Java, Flask, Python, Pandas",MCA,1
"Web Developer with 3 years experience. Skilled in AWS, Git, Machine Learning, SQL, TensorFlow, Pandas, NumPy. Education: B.Tech.",3,Web Developer,"AWS, Git, Machine Learning, SQL, TensorFlow, Pandas, NumPy",B.Tech,0
"Web Developer with 0 years experience. Skilled in Flask, NumPy, Django, AWS. Education: MCA.",0,Web Developer,"Flask, NumPy, Django, AWS",MCA,0
"Web Developer with 2 years experience. Skilled in Kubernetes, HTML, PyTorch, Machine Learning, React. Education: BCA.",2,Web Developer,"Kubernetes, HTML, PyTorch, Machine Learning, React",BCA,0
"Machine Learning Engineer with 0 years experience. Skilled in Pandas, AWS, Deep Learning, NumPy, Django, Machine Learning, TensorFlow. Education: B.Sc Computer Science.",0,Machine Learning Engineer,"Pandas, AWS, Deep Learning, NumPy, Django, Machine Learning, TensorFlow",B.Sc Computer Science,0
"Web Developer with 3 years experience. Skilled in NumPy, Flask, Docker, SQL. Education: MCA.",3,Web Developer,"NumPy, Flask, Docker, SQL",MCA,0
"DevOps Engineer with 2 years experience. Skilled in Deep Learning, AWS, Machine Learning, Node.js, Data Analysis, Flask. Education: M.Tech.",2,DevOps Engineer,"Deep Learning, AWS, Machine Learning, Node.js, Data Analysis, Flask",M.Tech,0
"Web Developer with 0 years experience. Skilled in Java, AWS, TensorFlow, Git, NumPy, HTML, Flask. Education: B.Tech.",0,Web Developer,"Java, AWS, TensorFlow, Git, NumPy, HTML, Flask",B.Tech,0
"Machine Learning Engineer with 6 years experience. Skilled in Data Analysis, CSS, Kubernetes, Pandas, Machine Learning, AWS, React, Flask. Education: M.Tech.",6,Machine Learning Engineer,"Data Analysis, CSS, Kubernetes, Pandas, Machine Learning, AWS, React, Flask",M.Tech,0
"Backend Developer with 1 years experience. Skilled in Deep Learning, Python, Kubernetes, NumPy, JavaScript, React, Machine Learning, AWS. Education: BCA.",1,Backend Developer,"Deep Learning, Python, Kubernetes, NumPy, JavaScript, React, Machine Learning, AWS",BCA,1
"Machine Learning Engineer with 5 years experience. Skilled in JavaScript, Flask, CSS, PyTorch, HTML, Data Analysis, Django. Education: M.Tech.",5,Machine Learning Engineer,"JavaScript, Flask, CSS, PyTorch, HTML, Data Analysis, Django",M.Tech,1
"Frontend Developer with 7 years experience. Skilled in TensorFlow, PyTorch, CSS, Docker, Pandas, Machine Learning, NumPy. Education: MCA.",7,Frontend Developer,"TensorFlow, PyTorch, CSS, Docker, Pandas, Machine Learning, NumPy",MCA,0
"Backend Developer with 1 years experience. Skilled in PyTorch, Python, Docker, C++. Education: B.Sc Computer Science.",1,Backend Developer,"PyTorch, Python, Docker, C++",B.Sc Computer Science,1
"Backend Developer with 3 years experience. Skilled in React, PyTorch, Docker, AWS, Flask, Git. Education: B.Tech.",3,Backend Developer,"React, PyTorch, Docker, AWS, Flask, Git",B.Tech,0
"Data Scientist with 5 years experience. Skilled in Python, Java, Pandas, CSS, Flask, Docker, Django, Machine Learning. Education: MCA.",5,Data Scientist,"Python, Java, Pandas, CSS, Flask, Docker, Django, Machine Learning",MCA,1
"Machine Learning Engineer with 5 years experience. Skilled in Node.js, Flask, Deep Learning, C++, NumPy, JavaScript. Education: MCA.",5,Machine Learning Engineer,"Node.js, Flask, Deep Learning, C++, NumPy, JavaScript",MCA,1
"Machine Learning Engineer with 7 years experience. Skilled in Deep Learning, C++, HTML, NumPy, CSS. Education: B.Sc Computer Science.",7,Machine Learning Engineer,"Deep Learning, C++, HTML, NumPy, CSS",B.Sc Computer Science,0
"Web Developer with 1 years experience. Skilled in Python, Data Analysis, HTML, TensorFlow, Flask, Machine Learning, CSS. Education: M.Tech.",1,Web Developer,"Python, Data Analysis, HTML, TensorFlow, Flask, Machine Learning, CSS",M.Tech,1
"Backend Developer with 0 years experience. Skilled in Django, SQL, Pandas, Git, Machine Learning, PyTorch, TensorFlow, Deep Learning. Education: M.Tech.",0,Backend Developer,"Django, SQL, Pandas, Git, Machine Learning, PyTorch, TensorFlow, Deep Learning",M.Tech,0
"Machine Learning Engineer with 2 years experience. Skilled in AWS, CSS, Node.js, TensorFlow, Flask, Python, C++, HTML. Education: MCA.",2,Machine Learning Engineer,"AWS, CSS, Node.js, TensorFlow, Flask, Python, C++, HTML",MCA,1
"Frontend Developer with 4 years experience. Skilled in Machine Learning, NumPy, AWS, Pandas, Python. Education: MCA.",4,Frontend Developer,"Machine Learning, NumPy, AWS, Pandas, Python",MCA,1
"Machine Learning Engineer with 7 years experience. Skilled in Node.js, Django, CSS, Deep Learning, Data Analysis, Machine Learning. Education: M.Tech.",7,Machine Learning Engineer,"Node.js, Django, CSS, Deep Learning, Data Analysis, Machine Learning",M.Tech,0
"Backend Developer with 7 years experience. Skilled in Data Analysis, Java, Python, SQL, React, NumPy. Education: B.Sc Computer Science.",7,Backend Developer,"Data Analysis, Java, Python, SQL, React, NumPy",B.Sc Computer Science,1
"Machine Learning Engineer with 3 years experience. Skilled in AWS, Deep Learning, Data Analysis, HTML, Flask, SQL, JavaScript. Education: MCA.",3,Machine Learning Engineer,"AWS, Deep Learning, Data Analysis, HTML, Flask, SQL, JavaScript",MCA,1
"Frontend Developer with 3 years experience. Skilled in Python, Node.js, Flask, JavaScript, NumPy, React, Data Analysis. Education: MCA.",3,Frontend Developer,"Python, Node.js, Flask, JavaScript, NumPy, React, Data Analysis",MCA,1
"Frontend Developer with 4 years experience. Skilled in JavaScript, Docker, Django, Data Analysis. Education: MCA.",4,Frontend Developer,"JavaScript, Docker, Django, Data Analysis",MCA,1
"Backend Developer with 7 years experience. Skilled in C++, Java, PyTorch, CSS, Node.js. Education: B.Tech.",7,Backend Developer,"C++, Java, PyTorch, CSS, Node.js",B.Tech,0
"Data Scientist with 5 years experience. Skilled in Docker, SQL, Git, Machine Learning, TensorFlow, AWS, Data Analysis, React. Education: B.Sc Computer Science.",5,Data Scientist,"Docker, SQL, Git, Machine Learning, TensorFlow, AWS, Data Analysis, React",B.Sc Computer Science,0
"Backend Developer with 0 years experience. Skilled in Django, Data Analysis, TensorFlow, HTML, SQL, Node.js, Docker. Education: M.Tech.",0,Backend Developer,"Django, Data Analysis, TensorFlow, HTML, SQL, Node.js, Docker",M.Tech,0
"Data Scientist with 5 years experience. Skilled in PyTorch, JavaScript, Deep Learning, HTML. Education: BCA.",5,Data Scientist,"PyTorch, JavaScript, Deep Learning, HTML",BCA,1
"Machine Learning Engineer with 7 years experience. Skilled in JavaScript, Django, Pandas, PyTorch, React, HTML, Git, Deep Learning. Education: MCA.",7,Machine Learning Engineer,"JavaScript, Django, Pandas, PyTorch, React, HTML, Git, Deep Learning",MCA,1
"DevOps Engineer with 5 years experience. Skilled in NumPy, TensorFlow, Machine Learning, PyTorch, Python. Education: MCA.",5,DevOps Engineer,"NumPy, TensorFlow, Machine Learning, PyTorch, Python",MCA,1
"DevOps Engineer with 1 years experience. Skilled in C++, Git, Django, React, NumPy, Node.js, Java, Data Analysis. Education: BCA.",1,DevOps Engineer,"C++, Git, Django, React, NumPy, Node.js, Java, Data Analysis",BCA,0
"Data Scientist with 4 years experience. Skilled in CSS, Docker, Node.js, Java, Django. Education: M.Tech.",4,Data Scientist,"CSS, Docker, Node.js, Java, Django",M.Tech,0
"Backend Developer with 0 years experience. Skilled in PyTorch, TensorFlow, Django, HTML, Data Analysis. Education: MCA.",0,Backend Developer,"PyTorch, TensorFlow, Django, HTML, Data Analysis",MCA,0
"Web Developer with 7 years experience. Skilled in Kubernetes, AWS, Machine Learning, SQL, Python. Education: B.Sc Computer Science.",7,Web Developer,"Kubernetes, AWS, Machine Learning, SQL, Python",B.Sc Computer Science,1
"Machine Learning Engineer with 4 years experience. Skilled in Data Analysis, Pandas, Python, JavaScript, NumPy, HTML, Machine Learning, Git. Education: B.Tech.",4,Machine Learning Engineer,"Data Analysis, Pandas, Python, JavaScript, NumPy, HTML, Machine Learning, Git",B.Tech,1
"Data Scientist with 7 years experience. Skilled in React, TensorFlow, C++, Pandas. Education: B.Sc Computer Science.",7,Data Scientist,"React, TensorFlow, C++, Pandas",B.Sc Computer Science,0
